type_gga,time_gga,lat_gga,lat_dir_gga,lon_gga,lon_dir_gga,fix_quality_gga,num_sats_gga,hdop_gga,altitude_gga,altitude_unit_gga,geoid_sep_gga,geoid_unit_gga,age_diff_gga,checksum_gga
GPGGA,144904.750,4308.4726,N,07726.4349,W,1,05,1.80,162.6,M,-34.4,M,,*57
GPGGA,144905.250,4308.4728,N,07726.4352,W,1,05,1.80,161.9,M,-34.4,M,,*5B
GPGGA,144908.250,4308.4735,N,07726.4363,W,1,05,1.80,158.1,M,-34.4,M,,*5A
GPGGA,144908.500,4308.4736,N,07726.4364,W,1,05,1.80,157.8,M,-34.4,M,,*5A
GPGGA,144909.750,4308.4742,N,07726.4374,W,1,05,1.80,156.8,M,-34.4,M,,*5F
GPGGA,144910.000,4308.4743,N,07726.4375,W,1,05,1.80,156.6,M,-34.4,M,,*5B
GPGGA,144912.250,4308.4753,N,07726.4389,W,1,05,1.80,155.4,M,-34.4,M,,*5D
GPGGA,144912.500,4308.4754,N,07726.4391,W,1,05,1.80,155.3,M,-34.4,M,,*56
GPGGA,144915.000,4308.4763,N,07726.4402,W,1,05,2.33,154.5,M,-34.4,M,,*51
GPGGA,144915.250,4308.4764,N,07726.4403,W,1,05,2.33,154.5,M,-34.4,M,,*50
GPGGA,144917.000,4308.4764,N,07726.4418,W,1,05,1.80,154.4,M,-34.4,M,,*55
GPGGA,144917.250,4308.4763,N,07726.4421,W,1,05,1.80,154.4,M,-34.4,M,,*5F
GPGGA,144917.750,4308.4759,N,07726.4429,W,1,05,1.80,154.5,M,-34.4,M,,*5A
GPGGA,144918.250,4308.4756,N,07726.4444,W,1,06,2.30,154.4,M,-34.4,M,,*5E
GPGGA,144918.750,4308.4761,N,07726.4477,W,1,06,2.30,154.5,M,-34.4,M,,*5E
GPGGA,144919.250,4308.4763,N,07726.4510,W,1,06,2.30,154.5,M,-34.4,M,,*58
GPGGA,144919.750,4308.4767,N,07726.4547,W,1,06,2.30,154.7,M,-34.4,M,,*59
GPGGA,144920.250,4308.4768,N,07726.4588,W,1,06,1.73,154.7,M,-34.4,M,,*5E
GPGGA,144920.750,4308.4769,N,07726.4631,W,1,06,2.30,154.9,M,-34.4,M,,*51
GPGGA,144921.250,4308.4770,N,07726.4680,W,1,06,1.73,155.0,M,-34.4,M,,*5B
GPGGA,144921.750,4308.4775,N,07726.4737,W,1,06,2.30,155.1,M,-34.4,M,,*53
GPGGA,144922.250,4308.4780,N,07726.4795,W,1,06,2.30,155.2,M,-34.4,M,,*54
GPGGA,144922.750,4308.4783,N,07726.4853,W,1,06,2.30,155.4,M,-34.4,M,,*51
GPGGA,144923.250,4308.4785,N,07726.4911,W,1,06,1.73,155.6,M,-34.4,M,,*52
GPGGA,144923.750,4308.4788,N,07726.4970,W,1,06,2.30,155.7,M,-34.4,M,,*58
GPGGA,144924.250,4308.4792,N,07726.5032,W,1,06,1.73,155.8,M,-34.4,M,,*54
GPGGA,144924.750,4308.4797,N,07726.5097,W,1,06,2.29,156.0,M,-34.4,M,,*5C
GPGGA,144925.250,4308.4801,N,07726.5162,W,1,06,2.30,156.3,M,-34.4,M,,*58
GPGGA,144925.750,4308.4804,N,07726.5229,W,1,06,2.29,156.5,M,-34.4,M,,*5A
GPGGA,144926.250,4308.4808,N,07726.5299,W,1,06,1.73,156.8,M,-34.4,M,,*5A
GPGGA,144926.750,4308.4812,N,07726.5371,W,1,06,2.29,157.0,M,-34.4,M,,*56
GPGGA,144927.250,4308.4817,N,07726.5444,W,1,06,2.29,157.3,M,-34.4,M,,*55
GPGGA,144927.750,4308.4823,N,07726.5519,W,1,06,2.29,157.6,M,-34.4,M,,*5B
GPGGA,144928.250,4308.4828,N,07726.5595,W,1,06,1.73,157.9,M,-34.4,M,,*5D
GPGGA,144928.750,4308.4831,N,07726.5673,W,1,06,2.29,158.2,M,-34.4,M,,*53
GPGGA,144929.250,4308.4833,N,07726.5751,W,1,06,1.73,158.4,M,-34.4,M,,*5E
GPGGA,144929.750,4308.4835,N,07726.5830,W,1,06,2.29,158.7,M,-34.4,M,,*5A
GPGGA,144930.250,4308.4840,N,07726.5912,W,1,06,2.29,159.0,M,-34.4,M,,*52
GPGGA,144930.750,4308.4843,N,07726.5992,W,1,06,2.29,159.3,M,-34.4,M,,*5F
GPGGA,144931.250,4308.4844,N,07726.6072,W,1,06,2.29,159.8,M,-34.4,M,,*53
GPGGA,144931.750,4308.4846,N,07726.6151,W,1,06,2.29,160.1,M,-34.4,M,,*57
GPGGA,144932.250,4308.4847,N,07726.6230,W,1,06,2.29,160.1,M,-34.4,M,,*54
GPGGA,144932.750,4308.4847,N,07726.6308,W,1,06,2.29,160.2,M,-34.4,M,,*58
GPGGA,144933.250,4308.4847,N,07726.6386,W,1,06,1.73,160.2,M,-34.4,M,,*56
GPGGA,144933.750,4308.4847,N,07726.6464,W,1,06,2.29,160.2,M,-34.4,M,,*54
GPGGA,144934.250,4308.4846,N,07726.6541,W,1,06,2.29,160.2,M,-34.4,M,,*51
GPGGA,144934.750,4308.4844,N,07726.6616,W,1,06,2.29,160.2,M,-34.4,M,,*57
GPGGA,144935.250,4308.4842,N,07726.6691,W,1,06,1.73,160.2,M,-34.4,M,,*56
GPGGA,144935.750,4308.4839,N,07726.6766,W,1,06,2.29,160.3,M,-34.4,M,,*5B
GPGGA,144936.250,4308.4836,N,07726.6840,W,1,06,1.73,160.3,M,-34.4,M,,*55
GPGGA,144936.750,4308.4833,N,07726.6915,W,1,06,2.29,160.3,M,-34.4,M,,*58
GPGGA,144937.250,4308.4830,N,07726.6989,W,1,06,1.73,160.2,M,-34.4,M,,*57
GPGGA,144937.750,4308.4828,N,07726.7063,W,1,06,2.29,160.3,M,-34.4,M,,*5A
GPGGA,144938.250,4308.4826,N,07726.7137,W,1,06,1.73,160.4,M,-34.4,M,,*55
GPGGA,144938.750,4308.4823,N,07726.7209,W,1,06,2.29,160.5,M,-34.4,M,,*56
GPGGA,144939.250,4308.4822,N,07726.7280,W,1,06,1.73,160.6,M,-34.4,M,,*5D
GPGGA,144939.750,4308.4820,N,07726.7348,W,1,06,2.29,160.7,M,-34.4,M,,*52
GPGGA,144940.250,4308.4818,N,07726.7416,W,1,06,1.73,160.8,M,-34.4,M,,*5D
GPGGA,144940.750,4308.4813,N,07726.7481,W,1,06,2.29,160.9,M,-34.4,M,,*50
GPGGA,144941.250,4308.4810,N,07726.7544,W,1,06,1.73,161.1,M,-34.4,M,,*5A
GPGGA,144941.750,4308.4805,N,07726.7606,W,1,06,2.29,161.2,M,-34.4,M,,*51
GPGGA,144942.250,4308.4800,N,07726.7668,W,1,06,1.73,161.4,M,-34.4,M,,*50
GPGGA,144942.750,4308.4796,N,07726.7730,W,1,06,2.29,161.5,M,-34.4,M,,*54
GPGGA,144943.250,4308.4792,N,07726.7791,W,1,06,1.73,161.6,M,-34.4,M,,*50
GPGGA,144943.750,4308.4787,N,07726.7851,W,1,06,2.29,161.7,M,-34.4,M,,*5F
GPGGA,144944.250,4308.4782,N,07726.7911,W,1,06,1.73,161.8,M,-34.4,M,,*5E
GPGGA,144944.750,4308.4777,N,07726.7972,W,1,06,2.28,161.8,M,-34.4,M,,*59
GPGGA,144945.250,4308.4772,N,07726.8032,W,1,06,1.73,161.8,M,-34.4,M,,*57
GPGGA,144945.750,4308.4767,N,07726.8093,W,1,06,2.28,161.8,M,-34.4,M,,*50
GPGGA,144946.250,4308.4763,N,07726.8155,W,1,06,1.73,161.8,M,-34.4,M,,*54
GPGGA,144946.750,4308.4759,N,07726.8219,W,1,06,2.28,161.9,M,-34.4,M,,*5F
GPGGA,144947.250,4308.4755,N,07726.8283,W,1,06,1.73,161.9,M,-34.4,M,,*59
GPGGA,144947.750,4308.4752,N,07726.8347,W,1,06,2.28,161.9,M,-34.4,M,,*5F
GPGGA,144948.250,4308.4749,N,07726.8411,W,1,06,1.73,161.9,M,-34.4,M,,*56
GPGGA,144948.750,4308.4745,N,07726.8474,W,1,06,2.28,162.0,M,-34.4,M,,*5B
GPGGA,144949.250,4308.4741,N,07726.8537,W,1,06,2.28,162.0,M,-34.4,M,,*5D
GPGGA,144949.750,4308.4737,N,07726.8598,W,1,06,2.28,162.0,M,-34.4,M,,*5C
GPGGA,144950.250,4308.4732,N,07726.8660,W,1,06,1.73,162.0,M,-34.4,M,,*5D
GPGGA,144950.750,4308.4728,N,07726.8722,W,1,06,2.28,162.0,M,-34.4,M,,*59
GPGGA,144951.250,4308.4723,N,07726.8784,W,1,06,1.73,162.0,M,-34.4,M,,*57
GPGGA,144951.750,4308.4719,N,07726.8848,W,1,06,2.28,162.1,M,-34.4,M,,*58
GPGGA,144952.250,4308.4713,N,07726.8911,W,1,06,1.73,162.1,M,-34.4,M,,*54
GPGGA,144952.750,4308.4707,N,07726.8975,W,1,06,2.28,162.2,M,-34.4,M,,*58
GPGGA,144953.250,4308.4701,N,07726.9039,W,1,06,1.73,162.3,M,-34.4,M,,*56
GPGGA,144953.750,4308.4697,N,07726.9104,W,1,06,2.28,162.3,M,-34.4,M,,*5F
GPGGA,144954.250,4308.4692,N,07726.9168,W,1,06,1.73,162.3,M,-34.4,M,,*5F
GPGGA,144954.750,4308.4687,N,07726.9232,W,1,06,2.28,162.3,M,-34.4,M,,*5F
GPGGA,144955.250,4308.4682,N,07726.9295,W,1,06,1.73,162.4,M,-34.4,M,,*59
GPGGA,144955.750,4308.4678,N,07726.9360,W,1,06,2.28,162.4,M,-34.4,M,,*5F
GPGGA,144956.250,4308.4674,N,07726.9425,W,1,06,1.73,162.4,M,-34.4,M,,*5E
GPGGA,144956.750,4308.4669,N,07726.9490,W,1,06,2.28,162.4,M,-34.4,M,,*54
GPGGA,144957.250,4308.4664,N,07726.9556,W,1,06,1.73,162.4,M,-34.4,M,,*5B
GPGGA,144957.750,4308.4659,N,07726.9624,W,1,06,2.28,162.4,M,-34.4,M,,*5B
GPGGA,144958.250,4308.4653,N,07726.9693,W,1,06,1.73,162.4,M,-34.4,M,,*5A
GPGGA,144958.750,4308.4648,N,07726.9763,W,1,06,2.28,162.4,M,-34.4,M,,*56
GPGGA,144959.250,4308.4643,N,07726.9834,W,1,06,1.73,162.5,M,-34.4,M,,*58
GPGGA,144959.750,4308.4639,N,07726.9907,W,1,06,2.28,162.5,M,-34.4,M,,*5C
GPGGA,145000.250,4308.4635,N,07726.9980,W,1,06,2.28,162.6,M,-34.4,M,,*5D
GPGGA,145000.750,4308.4631,N,07727.0054,W,1,06,2.28,162.7,M,-34.4,M,,*55
GPGGA,145001.250,4308.4628,N,07727.0128,W,1,06,1.73,162.8,M,-34.4,M,,*51
GPGGA,145001.750,4308.4624,N,07727.0202,W,1,06,2.28,162.9,M,-34.4,M,,*5F
GPGGA,145002.250,4308.4620,N,07727.0276,W,1,06,1.73,163.0,M,-34.4,M,,*5B
GPGGA,145002.750,4308.4617,N,07727.0351,W,1,06,2.27,163.1,M,-34.4,M,,*5D
GPGGA,145003.250,4308.4614,N,07727.0425,W,1,06,2.27,163.2,M,-34.4,M,,*5D
GPGGA,145003.750,4308.4612,N,07727.0498,W,1,06,2.27,163.2,M,-34.4,M,,*58
GPGGA,145004.250,4308.4612,N,07727.0574,W,1,06,1.73,163.2,M,-34.4,M,,*5B
GPGGA,145004.750,4308.4612,N,07727.0651,W,1,06,2.27,163.1,M,-34.4,M,,*5B
GPGGA,145005.250,4308.4612,N,07727.0725,W,1,06,2.27,162.9,M,-34.4,M,,*54
GPGGA,145005.750,4308.4614,N,07727.0799,W,1,06,2.27,162.7,M,-34.4,M,,*5E
GPGGA,145006.250,4308.4619,N,07727.0869,W,1,06,1.73,162.1,M,-34.4,M,,*51
GPGGA,145006.750,4308.4625,N,07727.0941,W,1,06,2.27,161.6,M,-34.4,M,,*56
GPGGA,145007.250,4308.4631,N,07727.1013,W,1,06,2.27,161.2,M,-34.4,M,,*5C
GPGGA,145007.750,4308.4639,N,07727.1086,W,1,06,2.27,160.9,M,-34.4,M,,*57
GPGGA,145008.250,4308.4648,N,07727.1158,W,1,06,2.27,160.5,M,-34.4,M,,*55
GPGGA,145008.750,4308.4658,N,07727.1228,W,1,06,2.27,160.1,M,-34.4,M,,*51
GPGGA,145009.250,4308.4669,N,07727.1298,W,1,06,2.27,159.7,M,-34.4,M,,*50
GPGGA,145009.750,4308.4680,N,07727.1369,W,1,06,2.27,159.5,M,-34.4,M,,*5F
GPGGA,145010.250,4308.4692,N,07727.1439,W,1,06,2.27,159.3,M,-34.4,M,,*55
GPGGA,145010.750,4308.4704,N,07727.1508,W,1,06,2.27,159.0,M,-34.4,M,,*5E
GPGGA,145011.250,4308.4716,N,07727.1577,W,1,06,2.27,158.6,M,-34.4,M,,*56
GPGGA,145011.750,4308.4728,N,07727.1645,W,1,06,2.27,158.2,M,-34.4,M,,*58
GPGGA,145012.250,4308.4739,N,07727.1714,W,1,06,2.27,157.8,M,-34.4,M,,*5E
GPGGA,145012.750,4308.4750,N,07727.1782,W,1,06,2.27,157.4,M,-34.4,M,,*57
GPGGA,145013.250,4308.4760,N,07727.1849,W,1,06,2.27,157.1,M,-34.4,M,,*5D
GPGGA,145013.750,4308.4770,N,07727.1915,W,1,06,2.27,156.7,M,-34.4,M,,*56
GPGGA,145014.250,4308.4782,N,07727.1983,W,1,06,1.73,156.3,M,-34.4,M,,*50
GPGGA,145014.750,4308.4793,N,07727.2050,W,1,06,2.27,155.8,M,-34.4,M,,*5B
GPGGA,145015.250,4308.4803,N,07727.2117,W,1,06,1.73,155.4,M,-34.4,M,,*55
GPGGA,145015.750,4308.4812,N,07727.2186,W,1,06,2.27,155.1,M,-34.4,M,,*5F
GPGGA,145016.250,4308.4821,N,07727.2255,W,1,06,2.27,154.8,M,-34.4,M,,*5C
GPGGA,145016.750,4308.4830,N,07727.2323,W,1,06,2.27,154.4,M,-34.4,M,,*55
GPGGA,145017.250,4308.4838,N,07727.2391,W,1,06,1.73,154.1,M,-34.4,M,,*57
GPGGA,145017.750,4308.4847,N,07727.2460,W,1,06,2.27,153.7,M,-34.4,M,,*50
GPGGA,145018.250,4308.4855,N,07727.2530,W,1,06,2.27,153.3,M,-34.4,M,,*59
GPGGA,145018.750,4308.4864,N,07727.2600,W,1,06,2.27,153.0,M,-34.4,M,,*5D
GPGGA,145019.250,4308.4874,N,07727.2670,W,1,06,2.27,152.8,M,-34.4,M,,*56
GPGGA,145019.750,4308.4883,N,07727.2740,W,1,06,2.27,152.5,M,-34.4,M,,*54
GPGGA,145020.250,4308.4893,N,07727.2811,W,1,06,2.26,152.2,M,-34.4,M,,*57
GPGGA,145020.750,4308.4903,N,07727.2882,W,1,06,2.26,151.9,M,-34.4,M,,*58
GPGGA,145021.250,4308.4913,N,07727.2954,W,1,06,2.26,151.7,M,-34.4,M,,*59
GPGGA,145021.750,4308.4924,N,07727.3025,W,1,06,2.26,151.3,M,-34.4,M,,*52
GPGGA,145022.250,4308.4933,N,07727.3095,W,1,06,2.26,151.1,M,-34.4,M,,*5B
GPGGA,145022.750,4308.4943,N,07727.3165,W,1,06,2.26,150.7,M,-34.4,M,,*50
GPGGA,145023.250,4308.4953,N,07727.3234,W,1,06,2.26,150.3,M,-34.4,M,,*56
GPGGA,145023.750,4308.4963,N,07727.3304,W,1,06,2.26,150.0,M,-34.4,M,,*51
GPGGA,145024.250,4308.4972,N,07727.3373,W,1,06,2.26,149.7,M,-34.4,M,,*5C
GPGGA,145024.750,4308.4981,N,07727.3440,W,1,06,2.26,149.3,M,-34.4,M,,*56
GPGGA,145025.250,4308.4988,N,07727.3507,W,1,06,2.26,149.0,M,-34.4,M,,*5A
GPGGA,145025.750,4308.4994,N,07727.3574,W,1,06,2.26,148.8,M,-34.4,M,,*5F
GPGGA,145026.250,4308.5001,N,07727.3641,W,1,06,2.26,148.7,M,-34.4,M,,*57
GPGGA,145026.750,4308.5007,N,07727.3709,W,1,06,2.26,148.8,M,-34.4,M,,*56
GPGGA,145027.250,4308.5014,N,07727.3777,W,1,06,2.26,148.9,M,-34.4,M,,*58
GPGGA,145027.750,4308.5022,N,07727.3847,W,1,06,2.26,148.8,M,-34.4,M,,*55
GPGGA,145028.250,4308.5030,N,07727.3918,W,1,06,2.26,148.7,M,-34.4,M,,*58
GPGGA,145028.750,4308.5039,N,07727.3988,W,1,06,2.26,148.7,M,-34.4,M,,*5D
GPGGA,145029.250,4308.5047,N,07727.4058,W,1,06,2.26,148.8,M,-34.4,M,,*5C
GPGGA,145029.750,4308.5054,N,07727.4126,W,1,06,2.26,148.8,M,-34.4,M,,*53
GPGGA,145030.250,4308.5062,N,07727.4195,W,1,06,2.26,148.6,M,-34.4,M,,*5D
GPGGA,145030.750,4308.5071,N,07727.4265,W,1,06,2.26,148.3,M,-34.4,M,,*53
GPGGA,145031.250,4308.5080,N,07727.4334,W,1,06,2.26,148.2,M,-34.4,M,,*5D
GPGGA,145031.750,4308.5088,N,07727.4402,W,1,06,2.26,148.0,M,-34.4,M,,*50
GPGGA,145032.250,4308.5096,N,07727.4470,W,1,06,2.26,147.7,M,-34.4,M,,*54
GPGGA,145032.750,4308.5104,N,07727.4537,W,1,06,2.26,147.3,M,-34.4,M,,*5D
GPGGA,145033.250,4308.5111,N,07727.4604,W,1,06,2.26,147.1,M,-34.4,M,,*5C
GPGGA,145033.750,4308.5117,N,07727.4670,W,1,06,2.26,147.1,M,-34.4,M,,*5C
GPGGA,145034.250,4308.5124,N,07727.4735,W,1,06,2.26,147.0,M,-34.4,M,,*5F
GPGGA,145034.750,4308.5132,N,07727.4800,W,1,06,2.26,147.0,M,-34.4,M,,*54
GPGGA,145035.250,4308.5140,N,07727.4865,W,1,06,2.26,147.0,M,-34.4,M,,*56
GPGGA,145035.750,4308.5148,N,07727.4930,W,1,06,2.26,146.8,M,-34.4,M,,*53
GPGGA,145036.250,4308.5156,N,07727.4995,W,1,06,2.26,146.9,M,-34.4,M,,*54
GPGGA,145036.750,4308.5163,N,07727.5058,W,1,06,2.26,146.9,M,-34.4,M,,*5E
GPGGA,145037.250,4308.5171,N,07727.5122,W,1,06,2.25,147.0,M,-34.4,M,,*5E
GPGGA,145037.750,4308.5179,N,07727.5185,W,1,06,2.26,147.2,M,-34.4,M,,*5F
GPGGA,145038.250,4308.5188,N,07727.5248,W,1,06,2.25,147.3,M,-34.4,M,,*5B
GPGGA,145038.750,4308.5197,N,07727.5310,W,1,06,2.25,147.1,M,-34.4,M,,*5E
GPGGA,145039.250,4308.5206,N,07727.5372,W,1,06,2.25,147.2,M,-34.4,M,,*56
GPGGA,145039.750,4308.5216,N,07727.5434,W,1,06,2.26,147.0,M,-34.4,M,,*56
GPGGA,145040.250,4308.5227,N,07727.5495,W,1,06,2.25,146.7,M,-34.4,M,,*51
GPGGA,145040.750,4308.5239,N,07727.5557,W,1,06,2.26,146.5,M,-34.4,M,,*55
GPGGA,145041.250,4308.5250,N,07727.5619,W,1,06,2.25,146.4,M,-34.4,M,,*55
GPGGA,145041.750,4308.5259,N,07727.5682,W,1,06,2.26,146.4,M,-34.4,M,,*58
GPGGA,145042.250,4308.5267,N,07727.5745,W,1,06,2.25,146.4,M,-34.4,M,,*5A
GPGGA,145042.750,4308.5274,N,07727.5810,W,1,06,2.26,146.3,M,-34.4,M,,*56
GPGGA,145043.250,4308.5282,N,07727.5876,W,1,06,2.25,146.3,M,-34.4,M,,*58
GPGGA,145043.750,4308.5289,N,07727.5941,W,1,06,2.25,146.1,M,-34.4,M,,*51
GPGGA,145044.250,4308.5296,N,07727.6008,W,1,06,2.25,145.9,M,-34.4,M,,*51
GPGGA,145044.750,4308.5305,N,07727.6074,W,1,06,2.25,145.5,M,-34.4,M,,*58
GPGGA,145045.250,4308.5312,N,07727.6139,W,1,06,2.25,145.0,M,-34.4,M,,*57
GPGGA,145045.750,4308.5317,N,07727.6204,W,1,06,2.25,144.5,M,-34.4,M,,*5E
GPGGA,145046.250,4308.5323,N,07727.6269,W,1,06,2.25,144.2,M,-34.4,M,,*53
GPGGA,145046.750,4308.5329,N,07727.6333,W,1,06,2.25,144.1,M,-34.4,M,,*51
GPGGA,145047.250,4308.5336,N,07727.6397,W,1,06,2.25,143.8,M,-34.4,M,,*5B
GPGGA,145047.750,4308.5343,N,07727.6461,W,1,06,2.25,143.5,M,-34.4,M,,*5F
GPGGA,145048.250,4308.5349,N,07727.6524,W,1,06,2.25,143.5,M,-34.4,M,,*5F
GPGGA,145048.750,4308.5355,N,07727.6586,W,1,06,2.25,143.5,M,-34.4,M,,*5F
GPGGA,145049.250,4308.5360,N,07727.6648,W,1,06,2.25,143.5,M,-34.4,M,,*5C
GPGGA,145049.750,4308.5366,N,07727.6711,W,1,06,2.25,143.2,M,-34.4,M,,*55
GPGGA,145050.250,4308.5371,N,07727.6772,W,1,06,2.25,142.8,M,-34.4,M,,*50
GPGGA,145050.750,4308.5375,N,07727.6833,W,1,06,2.25,142.7,M,-34.4,M,,*54
GPGGA,145051.250,4308.5380,N,07727.6893,W,1,06,2.25,142.6,M,-34.4,M,,*51
GPGGA,145051.750,4308.5382,N,07727.6953,W,1,06,2.25,142.6,M,-34.4,M,,*5B
GPGGA,145052.250,4308.5386,N,07727.7013,W,1,06,2.25,142.6,M,-34.4,M,,*55
GPGGA,145052.750,4308.5389,N,07727.7072,W,1,06,2.25,142.5,M,-34.4,M,,*5B
GPGGA,145053.250,4308.5391,N,07727.7131,W,1,06,2.25,142.5,M,-34.4,M,,*50
GPGGA,145053.750,4308.5393,N,07727.7189,W,1,06,2.25,142.5,M,-34.4,M,,*54
GPGGA,145054.250,4308.5395,N,07727.7247,W,1,06,2.25,142.5,M,-34.4,M,,*51
GPGGA,145054.750,4308.5398,N,07727.7305,W,1,06,2.25,142.7,M,-34.4,M,,*5C
GPGGA,145055.250,4308.5400,N,07727.7363,W,1,06,2.25,142.8,M,-34.4,M,,*51
GPGGA,145055.750,4308.5402,N,07727.7420,W,1,06,2.25,143.0,M,-34.4,M,,*5F
GPGGA,145056.250,4308.5405,N,07727.7477,W,1,06,1.73,143.2,M,-34.4,M,,*5E
GPGGA,145056.750,4308.5407,N,07727.7531,W,1,06,2.25,143.6,M,-34.4,M,,*5E
GPGGA,145057.250,4308.5409,N,07727.7584,W,1,06,2.25,143.8,M,-34.4,M,,*54
GPGGA,145057.750,4308.5411,N,07727.7637,W,1,06,2.25,144.0,M,-34.4,M,,*5C
GPGGA,145058.250,4308.5413,N,07727.7689,W,1,06,1.73,144.2,M,-34.4,M,,*53
GPGGA,145058.750,4308.5416,N,07727.7740,W,1,06,2.24,144.3,M,-34.4,M,,*57
GPGGA,145059.250,4308.5418,N,07727.7791,W,1,06,1.73,144.4,M,-34.4,M,,*57
GPGGA,145059.750,4308.5420,N,07727.7840,W,1,06,2.25,144.4,M,-34.4,M,,*5A
GPGGA,145100.250,4308.5422,N,07727.7889,W,1,06,2.24,144.4,M,-34.4,M,,*54
GPGGA,145100.750,4308.5424,N,07727.7934,W,1,06,2.24,144.4,M,-34.4,M,,*50
GPGGA,145101.250,4308.5425,N,07727.7976,W,1,06,2.24,144.5,M,-34.4,M,,*52
GPGGA,145101.750,4308.5425,N,07727.8012,W,1,06,2.24,144.5,M,-34.4,M,,*53
GPGGA,145102.250,4308.5422,N,07727.8043,W,1,06,2.24,144.6,M,-34.4,M,,*55
GPGGA,145102.750,4308.5423,N,07727.8070,W,1,06,2.24,144.6,M,-34.4,M,,*51
GPGGA,145103.250,4308.5426,N,07727.8095,W,1,06,2.24,144.5,M,-34.4,M,,*58
GPGGA,145103.750,4308.5426,N,07727.8114,W,1,06,2.24,144.6,M,-34.4,M,,*56
GPGGA,145104.250,4308.5427,N,07727.8129,W,1,06,2.24,144.7,M,-34.4,M,,*5A
GPGGA,145104.750,4308.5428,N,07727.8140,W,1,06,2.24,144.7,M,-34.4,M,,*5F
GPGGA,145105.250,4308.5429,N,07727.8147,W,1,06,2.24,144.8,M,-34.4,M,,*52
GPGGA,145105.750,4308.5428,N,07727.8149,W,1,06,2.24,144.9,M,-34.4,M,,*59
GPGGA,145106.250,4308.5426,N,07727.8147,W,1,06,1.73,145.2,M,-34.4,M,,*54
GPGGA,145109.750,4308.5429,N,07727.8156,W,1,06,1.73,145.0,M,-34.4,M,,*53
GPGGA,145110.250,4308.5423,N,07727.8165,W,1,06,1.73,145.3,M,-34.4,M,,*57
GPGGA,145110.750,4308.5407,N,07727.8172,W,1,06,2.24,145.4,M,-34.4,M,,*54
GPGGA,145111.250,4308.5390,N,07727.8177,W,1,06,2.24,145.5,M,-34.4,M,,*5D
GPGGA,145111.750,4308.5363,N,07727.8181,W,1,06,2.24,145.6,M,-34.4,M,,*5E
GPGGA,145112.250,4308.5340,N,07727.8183,W,1,06,2.24,145.7,M,-34.4,M,,*5A
GPGGA,145112.750,4308.5314,N,07727.8182,W,1,06,2.24,145.7,M,-34.4,M,,*5F
GPGGA,145113.250,4308.5287,N,07727.8184,W,1,06,2.24,145.6,M,-34.4,M,,*57
GPGGA,145113.750,4308.5254,N,07727.8183,W,1,06,2.24,145.4,M,-34.4,M,,*59
GPGGA,145114.250,4308.5222,N,07727.8183,W,1,06,2.24,145.3,M,-34.4,M,,*5D
GPGGA,145114.750,4308.5184,N,07727.8188,W,1,06,2.24,145.1,M,-34.4,M,,*5E
GPGGA,145115.250,4308.5147,N,07727.8191,W,1,06,2.24,145.0,M,-34.4,M,,*5C
GPGGA,145115.750,4308.5104,N,07727.8198,W,1,06,2.24,144.8,M,-34.4,M,,*5E
GPGGA,145116.250,4308.5065,N,07727.8202,W,1,06,2.24,144.7,M,-34.4,M,,*51
GPGGA,145116.750,4308.5021,N,07727.8206,W,1,06,2.24,144.5,M,-34.4,M,,*52
GPGGA,145117.250,4308.4977,N,07727.8210,W,1,06,2.24,144.4,M,-34.4,M,,*5B
GPGGA,145117.750,4308.4934,N,07727.8212,W,1,06,2.23,144.4,M,-34.4,M,,*5C
GPGGA,145118.250,4308.4890,N,07727.8214,W,1,06,1.73,144.4,M,-34.4,M,,*59
GPGGA,145118.750,4308.4846,N,07727.8221,W,1,06,2.24,144.1,M,-34.4,M,,*55
GPGGA,145119.250,4308.4803,N,07727.8226,W,1,06,2.24,144.0,M,-34.4,M,,*56
GPGGA,145119.750,4308.4760,N,07727.8231,W,1,06,2.23,143.9,M,-34.4,M,,*56
GPGGA,145120.250,4308.4717,N,07727.8235,W,1,06,2.23,144.0,M,-34.4,M,,*53
GPGGA,145120.750,4308.4672,N,07727.8239,W,1,06,2.23,144.0,M,-34.4,M,,*58
GPGGA,145121.250,4308.4627,N,07727.8242,W,1,06,1.73,144.0,M,-34.4,M,,*56
GPGGA,145121.750,4308.4580,N,07727.8243,W,1,06,2.23,144.1,M,-34.4,M,,*5B
GPGGA,145122.250,4308.4533,N,07727.8244,W,1,06,2.23,144.2,M,-34.4,M,,*51
GPGGA,145122.750,4308.4486,N,07727.8246,W,1,06,2.23,144.4,M,-34.4,M,,*5F
GPGGA,145123.250,4308.4441,N,07727.8250,W,1,06,2.23,144.4,M,-34.4,M,,*57
GPGGA,145123.750,4308.4397,N,07727.8256,W,1,06,1.73,144.3,M,-34.4,M,,*59
GPGGA,145124.250,4308.4353,N,07727.8262,W,1,06,2.23,143.8,M,-34.4,M,,*5E
GPGGA,145124.750,4308.4309,N,07727.8267,W,1,06,2.23,143.5,M,-34.4,M,,*5C
GPGGA,145125.250,4308.4266,N,07727.8270,W,1,06,2.23,143.4,M,-34.4,M,,*57
GPGGA,145125.750,4308.4222,N,07727.8273,W,1,06,2.23,143.4,M,-34.4,M,,*51
GPGGA,145126.250,4308.4180,N,07727.8275,W,1,06,2.23,143.1,M,-34.4,M,,*5F
