type_gga,time_gga,lat_gga,lat_dir_gga,lon_gga,lon_dir_gga,fix_quality_gga,num_sats_gga,hdop_gga,altitude_gga,altitude_unit_gga,geoid_sep_gga,geoid_unit_gga,age_diff_gga,checksum_gga
GPGGA,024200.750,4308.3078,N,07726.2641,W,1,08,0.98,142.0,M,-34.4,M,,*5E
GPGGA,024201.250,4308.3070,N,07726.2643,W,1,08,0.98,142.1,M,-34.4,M,,*51
GPGGA,024201.750,4308.3063,N,07726.2645,W,1,08,0.98,142.1,M,-34.4,M,,*50
GPGGA,024202.250,4308.3057,N,07726.2646,W,1,08,0.98,142.2,M,-34.4,M,,*51
GPGGA,024202.750,4308.3051,N,07726.2648,W,1,08,0.98,142.3,M,-34.4,M,,*5D
GPGGA,024203.250,4308.3044,N,07726.2649,W,1,08,0.97,142.4,M,-34.4,M,,*54
GPGGA,024203.750,4308.3038,N,07726.2652,W,1,08,0.97,142.5,M,-34.4,M,,*51
GPGGA,024204.250,4308.3033,N,07726.2654,W,1,08,0.97,142.6,M,-34.4,M,,*5D
GPGGA,024204.750,4308.3030,N,07726.2658,W,1,08,0.97,142.7,M,-34.4,M,,*56
GPGGA,024208.250,4308.3031,N,07726.2669,W,1,08,0.97,142.7,M,-34.4,M,,*5C
GPGGA,024208.500,4308.3031,N,07726.2669,W,1,08,0.97,142.7,M,-34.4,M,,*5E
GPGGA,134738.500,4308.4721,N,07726.4383,W,1,07,1.57,148.2,M,-34.4,M,,*53
GPGGA,134739.000,4308.4720,N,07726.4383,W,1,07,1.57,148.2,M,-34.4,M,,*56
GPGGA,134811.750,4308.4731,N,07726.4398,W,1,08,1.26,148.7,M,-34.4,M,,*57
GPGGA,134812.250,4308.4733,N,07726.4416,W,1,08,1.51,148.9,M,-34.4,M,,*5C
GPGGA,134812.750,4308.4735,N,07726.4440,W,1,08,1.51,149.0,M,-34.4,M,,*54
GPGGA,134813.250,4308.4738,N,07726.4467,W,1,08,1.51,149.3,M,-34.4,M,,*5B
GPGGA,134813.750,4308.4740,N,07726.4497,W,1,08,1.51,149.5,M,-34.4,M,,*58
GPGGA,134814.250,4308.4744,N,07726.4529,W,1,08,1.51,149.7,M,-34.4,M,,*58
GPGGA,134814.750,4308.4747,N,07726.4563,W,1,08,1.51,149.8,M,-34.4,M,,*5F
GPGGA,134815.250,4308.4751,N,07726.4600,W,1,08,1.51,150.0,M,-34.4,M,,*5A
GPGGA,134815.750,4308.4755,N,07726.4640,W,1,08,1.51,150.2,M,-34.4,M,,*5D
GPGGA,134816.250,4308.4760,N,07726.4684,W,1,08,1.51,150.4,M,-34.4,M,,*53
GPGGA,134816.750,4308.4764,N,07726.4731,W,1,08,1.51,150.6,M,-34.4,M,,*5F
GPGGA,134817.250,4308.4768,N,07726.4780,W,1,08,1.51,150.8,M,-34.4,M,,*53
GPGGA,134817.750,4308.4773,N,07726.4831,W,1,08,1.51,151.0,M,-34.4,M,,*50
GPGGA,134818.250,4308.4777,N,07726.4884,W,1,08,1.51,151.2,M,-34.4,M,,*52
GPGGA,134818.750,4308.4782,N,07726.4940,W,1,08,1.51,151.3,M,-34.4,M,,*55
GPGGA,134819.250,4308.4787,N,07726.4998,W,1,08,1.51,151.5,M,-34.4,M,,*57
GPGGA,134819.750,4308.4791,N,07726.5059,W,1,08,1.51,151.7,M,-34.4,M,,*52
GPGGA,134820.250,4308.4795,N,07726.5122,W,1,08,1.51,151.9,M,-34.4,M,,*5A
GPGGA,134820.750,4308.4799,N,07726.5187,W,1,08,1.51,152.2,M,-34.4,M,,*54
GPGGA,134821.250,4308.4803,N,07726.5255,W,1,08,1.51,152.5,M,-34.4,M,,*57
GPGGA,134821.750,4308.4807,N,07726.5325,W,1,08,1.51,152.7,M,-34.4,M,,*52
GPGGA,134822.250,4308.4809,N,07726.5396,W,1,08,1.51,153.0,M,-34.4,M,,*54
GPGGA,134822.750,4308.4812,N,07726.5468,W,1,08,1.51,153.2,M,-34.4,M,,*5F
GPGGA,134823.250,4308.4814,N,07726.5542,W,1,08,1.51,153.3,M,-34.4,M,,*55
GPGGA,134823.750,4308.4817,N,07726.5617,W,1,08,1.51,153.5,M,-34.4,M,,*56
GPGGA,134824.250,4308.4820,N,07726.5694,W,1,08,1.51,153.6,M,-34.4,M,,*58
GPGGA,134824.750,4308.4822,N,07726.5772,W,1,08,1.51,153.7,M,-34.4,M,,*57
GPGGA,134825.250,4308.4825,N,07726.5850,W,1,08,1.51,153.6,M,-34.4,M,,*5A
GPGGA,134825.750,4308.4828,N,07726.5930,W,1,08,1.51,153.8,M,-34.4,M,,*5B
GPGGA,134826.250,4308.4830,N,07726.6010,W,1,08,1.51,154.0,M,-34.4,M,,*53
GPGGA,134826.750,4308.4832,N,07726.6092,W,1,08,1.51,154.4,M,-34.4,M,,*5A
GPGGA,134827.250,4308.4834,N,07726.6174,W,1,08,1.51,154.7,M,-34.4,M,,*52
GPGGA,134827.750,4308.4836,N,07726.6257,W,1,08,1.51,154.9,M,-34.4,M,,*59
GPGGA,134828.250,4308.4835,N,07726.6341,W,1,08,1.51,155.2,M,-34.4,M,,*5C
GPGGA,134828.750,4308.4834,N,07726.6427,W,1,08,1.51,155.6,M,-34.4,M,,*5B
GPGGA,134829.250,4308.4831,N,07726.6512,W,1,08,1.51,155.9,M,-34.4,M,,*52
GPGGA,134829.750,4308.4828,N,07726.6599,W,1,08,1.51,156.3,M,-34.4,M,,*55
GPGGA,134830.250,4308.4823,N,07726.6687,W,1,08,1.51,156.7,M,-34.4,M,,*5B
GPGGA,134830.750,4308.4818,N,07726.6774,W,1,08,1.51,157.1,M,-34.4,M,,*5C
GPGGA,134831.250,4308.4813,N,07726.6861,W,1,08,1.51,157.5,M,-34.4,M,,*5C
GPGGA,134831.750,4308.4808,N,07726.6948,W,1,08,1.51,157.9,M,-34.4,M,,*55
GPGGA,134832.250,4308.4803,N,07726.7034,W,1,08,1.51,158.2,M,-34.4,M,,*5F
GPGGA,134832.750,4308.4798,N,07726.7119,W,1,08,1.51,158.7,M,-34.4,M,,*5C
GPGGA,134833.250,4308.4793,N,07726.7203,W,1,08,1.51,159.2,M,-34.4,M,,*5F
GPGGA,134833.750,4308.4789,N,07726.7288,W,1,08,1.51,159.6,M,-34.4,M,,*56
GPGGA,134834.250,4308.4785,N,07726.7371,W,1,08,1.51,160.0,M,-34.4,M,,*53
GPGGA,134834.750,4308.4780,N,07726.7454,W,1,08,1.51,160.4,M,-34.4,M,,*57
GPGGA,134835.250,4308.4777,N,07726.7537,W,1,08,1.51,160.7,M,-34.4,M,,*5C
GPGGA,134835.750,4308.4773,N,07726.7618,W,1,08,1.51,160.9,M,-34.4,M,,*5D
GPGGA,134836.250,4308.4769,N,07726.7698,W,1,08,1.51,161.1,M,-34.4,M,,*51
GPGGA,134836.750,4308.4765,N,07726.7777,W,1,08,1.51,161.3,M,-34.4,M,,*5A
GPGGA,134837.250,4308.4762,N,07726.7854,W,1,08,1.51,161.5,M,-34.4,M,,*51
GPGGA,134837.750,4308.4758,N,07726.7931,W,1,08,1.51,161.6,M,-34.4,M,,*5C
GPGGA,134838.250,4308.4753,N,07726.8008,W,1,08,1.51,161.6,M,-34.4,M,,*51
GPGGA,134838.750,4308.4746,N,07726.8086,W,1,08,1.51,161.8,M,-34.4,M,,*58
GPGGA,134839.250,4308.4741,N,07726.8163,W,1,08,1.51,161.9,M,-34.4,M,,*50
GPGGA,134839.750,4308.4735,N,07726.8239,W,1,08,1.51,161.9,M,-34.4,M,,*5A
GPGGA,134840.250,4308.4730,N,07726.8316,W,1,08,1.51,162.0,M,-34.4,M,,*52
GPGGA,134840.750,4308.4725,N,07726.8394,W,1,08,1.51,162.0,M,-34.4,M,,*59
GPGGA,134841.250,4308.4721,N,07726.8471,W,1,08,1.51,162.0,M,-34.4,M,,*55
GPGGA,134841.750,4308.4717,N,07726.8548,W,1,08,1.51,162.1,M,-34.4,M,,*5F
GPGGA,134842.250,4308.4712,N,07726.8625,W,1,08,1.51,162.3,M,-34.4,M,,*56
GPGGA,134842.750,4308.4708,N,07726.8702,W,1,08,1.51,162.0,M,-34.4,M,,*5F
GPGGA,134843.250,4308.4703,N,07726.8781,W,1,08,1.51,161.9,M,-34.4,M,,*51
GPGGA,134843.750,4308.4697,N,07726.8858,W,1,08,1.51,161.9,M,-34.4,M,,*53
GPGGA,134844.250,4308.4692,N,07726.8934,W,1,08,1.51,161.5,M,-34.4,M,,*53
GPGGA,134844.750,4308.4687,N,07726.9012,W,1,08,1.51,160.7,M,-34.4,M,,*5D
GPGGA,134845.250,4308.4682,N,07726.9090,W,1,08,1.51,159.9,M,-34.4,M,,*52
GPGGA,134845.750,4308.4678,N,07726.9167,W,1,08,1.51,159.5,M,-34.4,M,,*57
GPGGA,134846.250,4308.4673,N,07726.9243,W,1,08,1.51,159.0,M,-34.4,M,,*5A
GPGGA,134846.750,4308.4668,N,07726.9319,W,1,08,1.51,158.7,M,-34.4,M,,*5D
GPGGA,134847.250,4308.4663,N,07726.9395,W,1,08,1.51,158.2,M,-34.4,M,,*53
GPGGA,134847.750,4308.4658,N,07726.9472,W,1,08,1.51,158.0,M,-34.4,M,,*52
GPGGA,134848.250,4308.4652,N,07726.9548,W,1,08,1.51,157.7,M,-34.4,M,,*52
GPGGA,134848.750,4308.4647,N,07726.9623,W,1,08,1.51,157.5,M,-34.4,M,,*5F
GPGGA,134849.250,4308.4641,N,07726.9698,W,1,08,1.51,157.3,M,-34.4,M,,*5B
GPGGA,134849.750,4308.4635,N,07726.9774,W,1,08,1.51,157.1,M,-34.4,M,,*5C
GPGGA,134850.250,4308.4630,N,07726.9851,W,1,08,1.51,156.8,M,-34.4,M,,*54
GPGGA,134850.750,4308.4624,N,07726.9929,W,1,08,1.51,156.7,M,-34.4,M,,*55
GPGGA,134851.250,4308.4620,N,07727.0007,W,1,08,1.51,156.4,M,-34.4,M,,*5B
GPGGA,134851.750,4308.4614,N,07727.0087,W,1,08,1.51,156.2,M,-34.4,M,,*57
GPGGA,134852.250,4308.4609,N,07727.0166,W,1,08,1.51,155.9,M,-34.4,M,,*5B
GPGGA,134852.750,4308.4605,N,07727.0246,W,1,08,1.51,155.5,M,-34.4,M,,*5F
GPGGA,134853.250,4308.4600,N,07727.0325,W,1,08,1.51,155.1,M,-34.4,M,,*5E
GPGGA,134853.750,4308.4596,N,07727.0403,W,1,08,1.51,154.8,M,-34.4,M,,*5C
GPGGA,134854.250,4308.4594,N,07727.0483,W,1,08,1.51,154.6,M,-34.4,M,,*5A
GPGGA,134854.750,4308.4593,N,07727.0561,W,1,08,1.51,154.2,M,-34.4,M,,*51
GPGGA,134855.250,4308.4595,N,07727.0639,W,1,08,1.51,153.6,M,-34.4,M,,*5E
GPGGA,134855.750,4308.4598,N,07727.0717,W,1,08,1.51,153.1,M,-34.4,M,,*5C
GPGGA,134856.250,4308.4602,N,07727.0795,W,1,08,1.51,152.6,M,-34.4,M,,*56
GPGGA,134856.750,4308.4606,N,07727.0870,W,1,08,1.51,152.0,M,-34.4,M,,*55
GPGGA,134857.250,4308.4611,N,07727.0946,W,1,08,1.51,151.4,M,-34.4,M,,*54
GPGGA,134857.750,4308.4617,N,07727.1022,W,1,08,1.51,151.2,M,-34.4,M,,*5B
GPGGA,134858.250,4308.4625,N,07727.1099,W,1,08,1.51,151.1,M,-34.4,M,,*53
GPGGA,134858.750,4308.4633,N,07727.1175,W,1,08,1.51,151.0,M,-34.4,M,,*53
GPGGA,134859.250,4308.4642,N,07727.1251,W,1,08,1.51,150.7,M,-34.4,M,,*52
GPGGA,134859.750,4308.4651,N,07727.1326,W,1,08,1.51,150.4,M,-34.4,M,,*57
GPGGA,134900.250,4308.4660,N,07727.1401,W,1,08,1.51,150.0,M,-34.4,M,,*5B
GPGGA,134900.750,4308.4669,N,07727.1475,W,1,08,1.51,149.4,M,-34.4,M,,*58
GPGGA,134901.250,4308.4679,N,07727.1551,W,1,08,1.51,149.1,M,-34.4,M,,*5F
GPGGA,134901.750,4308.4689,N,07727.1627,W,1,08,1.51,148.9,M,-34.4,M,,*5E
GPGGA,134902.250,4308.4699,N,07727.1703,W,1,08,1.51,148.6,M,-34.4,M,,*51
GPGGA,134902.750,4308.4709,N,07727.1780,W,1,08,1.51,148.4,M,-34.4,M,,*55
GPGGA,134903.250,4308.4718,N,07727.1854,W,1,08,1.51,147.3,M,-34.4,M,,*5F
GPGGA,134903.750,4308.4726,N,07727.1932,W,1,08,1.51,147.2,M,-34.4,M,,*57
GPGGA,134904.250,4308.4734,N,07727.2010,W,1,08,1.51,146.9,M,-34.4,M,,*56
GPGGA,134904.750,4308.4744,N,07727.2088,W,1,08,1.51,146.4,M,-34.4,M,,*58
GPGGA,134905.250,4308.4754,N,07727.2166,W,1,08,1.51,145.9,M,-34.4,M,,*52
GPGGA,134905.750,4308.4764,N,07727.2243,W,1,08,1.51,145.2,M,-34.4,M,,*5B
GPGGA,134906.250,4308.4773,N,07727.2322,W,1,08,1.51,144.6,M,-34.4,M,,*58
GPGGA,134906.750,4308.4783,N,07727.2403,W,1,08,1.51,144.5,M,-34.4,M,,*55
GPGGA,134907.250,4308.4794,N,07727.2485,W,1,08,1.51,144.1,M,-34.4,M,,*5D
GPGGA,134907.750,4308.4805,N,07727.2567,W,1,08,1.51,143.8,M,-34.4,M,,*5C
GPGGA,134908.250,4308.4817,N,07727.2649,W,1,08,1.51,143.4,M,-34.4,M,,*56
GPGGA,134908.750,4308.4828,N,07727.2730,W,1,08,1.51,143.2,M,-34.4,M,,*56
GPGGA,134909.250,4308.4839,N,07727.2812,W,1,08,1.51,143.1,M,-34.4,M,,*5E
GPGGA,134909.750,4308.4850,N,07727.2893,W,1,08,1.51,143.1,M,-34.4,M,,*5D
GPGGA,134910.250,4308.4860,N,07727.2972,W,1,08,1.51,143.0,M,-34.4,M,,*5C
GPGGA,134910.750,4308.4869,N,07727.3052,W,1,08,1.51,143.0,M,-34.4,M,,*5A
GPGGA,134911.250,4308.4878,N,07727.3130,W,1,08,1.51,143.0,M,-34.4,M,,*5B
GPGGA,134911.750,4308.4888,N,07727.3209,W,1,08,1.51,143.0,M,-34.4,M,,*58
GPGGA,134912.250,4308.4897,N,07727.3285,W,1,08,1.51,142.9,M,-34.4,M,,*5C
GPGGA,134912.750,4308.4907,N,07727.3361,W,1,08,1.51,142.7,M,-34.4,M,,*54
GPGGA,134913.250,4308.4917,N,07727.3436,W,1,08,1.51,142.4,M,-34.4,M,,*57
GPGGA,134913.750,4308.4927,N,07727.3511,W,1,08,1.51,141.6,M,-34.4,M,,*54
GPGGA,134914.250,4308.4939,N,07727.3584,W,1,08,1.51,140.7,M,-34.4,M,,*55
GPGGA,134914.750,4308.4950,N,07727.3657,W,1,08,1.51,140.1,M,-34.4,M,,*54
GPGGA,134915.250,4308.4961,N,07727.3731,W,1,08,1.51,139.5,M,-34.4,M,,*59
GPGGA,134915.750,4308.4972,N,07727.3804,W,1,08,1.51,138.9,M,-34.4,M,,*5A
GPGGA,134916.250,4308.4982,N,07727.3876,W,1,08,1.51,138.5,M,-34.4,M,,*5A
GPGGA,134916.750,4308.4992,N,07727.3948,W,1,08,1.51,137.9,M,-34.4,M,,*51
GPGGA,134917.250,4308.5002,N,07727.4018,W,1,08,1.51,137.4,M,-34.4,M,,*52
GPGGA,134917.750,4308.5013,N,07727.4089,W,1,08,1.26,136.8,M,-34.4,M,,*52
GPGGA,134918.250,4308.5023,N,07727.4159,W,1,08,1.51,136.8,M,-34.4,M,,*57
GPGGA,134918.750,4308.5033,N,07727.4229,W,1,08,1.51,136.6,M,-34.4,M,,*59
GPGGA,134919.250,4308.5043,N,07727.4298,W,1,08,1.51,136.6,M,-34.4,M,,*50
GPGGA,134919.750,4308.5052,N,07727.4367,W,1,08,1.51,136.6,M,-34.4,M,,*54
GPGGA,134920.250,4308.5061,N,07727.4435,W,1,08,1.51,136.7,M,-34.4,M,,*5A
GPGGA,134920.750,4308.5070,N,07727.4504,W,1,08,1.51,136.9,M,-34.4,M,,*52
GPGGA,134921.250,4308.5077,N,07727.4571,W,1,08,1.51,137.0,M,-34.4,M,,*5B
GPGGA,134921.750,4308.5084,N,07727.4639,W,1,08,1.51,137.1,M,-34.4,M,,*5C
GPGGA,134922.250,4308.5091,N,07727.4705,W,1,08,1.51,137.1,M,-34.4,M,,*50
GPGGA,134922.750,4308.5098,N,07727.4772,W,1,08,1.51,137.3,M,-34.4,M,,*5E
GPGGA,134923.250,4308.5106,N,07727.4838,W,1,08,1.51,137.4,M,-34.4,M,,*5A
GPGGA,134923.750,4308.5114,N,07727.4902,W,1,08,1.51,137.3,M,-34.4,M,,*53
GPGGA,134924.250,4308.5123,N,07727.4964,W,1,08,1.51,137.2,M,-34.4,M,,*54
GPGGA,134924.750,4308.5131,N,07727.5024,W,1,08,1.51,137.0,M,-34.4,M,,*5C
GPGGA,134925.250,4308.5139,N,07727.5083,W,1,08,1.51,136.7,M,-34.4,M,,*5B
GPGGA,134925.750,4308.5146,N,07727.5141,W,1,08,1.51,136.4,M,-34.4,M,,*5A
GPGGA,134926.250,4308.5153,N,07727.5198,W,1,08,1.51,136.1,M,-34.4,M,,*59
GPGGA,134926.750,4308.5161,N,07727.5256,W,1,08,1.51,135.9,M,-34.4,M,,*57
GPGGA,134927.250,4308.5168,N,07727.5314,W,1,08,1.51,135.5,M,-34.4,M,,*51
GPGGA,134927.750,4308.5174,N,07727.5371,W,1,08,1.26,135.1,M,-34.4,M,,*5E
GPGGA,134928.250,4308.5182,N,07727.5428,W,1,08,1.51,134.9,M,-34.4,M,,*5F
GPGGA,134928.750,4308.5189,N,07727.5484,W,1,08,1.51,134.9,M,-34.4,M,,*57
GPGGA,134929.250,4308.5195,N,07727.5542,W,1,08,1.51,134.8,M,-34.4,M,,*54
GPGGA,134929.750,4308.5202,N,07727.5598,W,1,08,1.51,134.5,M,-34.4,M,,*56
GPGGA,134930.250,4308.5209,N,07727.5653,W,1,08,1.51,134.1,M,-34.4,M,,*50
GPGGA,134930.750,4308.5215,N,07727.5707,W,1,08,1.51,133.8,M,-34.4,M,,*56
GPGGA,134931.250,4308.5221,N,07727.5760,W,1,08,1.51,133.6,M,-34.4,M,,*5A
GPGGA,134931.750,4308.5227,N,07727.5814,W,1,08,1.51,133.4,M,-34.4,M,,*57
GPGGA,134932.250,4308.5233,N,07727.5867,W,1,08,1.51,133.3,M,-34.4,M,,*57
GPGGA,134932.750,4308.5240,N,07727.5918,W,1,08,1.51,133.0,M,-34.4,M,,*5C
GPGGA,134933.250,4308.5246,N,07727.5970,W,1,08,1.51,132.6,M,-34.4,M,,*57
GPGGA,134933.750,4308.5252,N,07727.6022,W,1,08,1.51,132.4,M,-34.4,M,,*58
GPGGA,134934.250,4308.5258,N,07727.6074,W,1,08,1.51,132.0,M,-34.4,M,,*57
GPGGA,134934.750,4308.5264,N,07727.6127,W,1,08,1.51,131.8,M,-34.4,M,,*51
GPGGA,134935.250,4308.5271,N,07727.6180,W,1,08,1.51,131.5,M,-34.4,M,,*51
GPGGA,134935.750,4308.5277,N,07727.6232,W,1,08,1.51,131.3,M,-34.4,M,,*5E
GPGGA,134936.250,4308.5283,N,07727.6284,W,1,08,1.51,131.2,M,-34.4,M,,*5F
GPGGA,134936.750,4308.5288,N,07727.6338,W,1,08,1.51,131.3,M,-34.4,M,,*56
GPGGA,134937.250,4308.5292,N,07727.6391,W,1,08,1.51,131.5,M,-34.4,M,,*5C
GPGGA,134937.750,4308.5297,N,07727.6445,W,1,08,1.51,131.6,M,-34.4,M,,*51
GPGGA,134938.250,4308.5302,N,07727.6499,W,1,08,1.51,131.6,M,-34.4,M,,*57
GPGGA,134938.750,4308.5307,N,07727.6554,W,1,08,1.51,131.7,M,-34.4,M,,*56
GPGGA,134939.250,4308.5310,N,07727.6610,W,1,08,1.51,131.8,M,-34.4,M,,*58
GPGGA,134939.750,4308.5314,N,07727.6665,W,1,08,1.51,132.0,M,-34.4,M,,*50
GPGGA,134940.250,4308.5317,N,07727.6721,W,1,08,1.51,132.3,M,-34.4,M,,*5A
GPGGA,134940.750,4308.5321,N,07727.6775,W,1,08,1.51,132.5,M,-34.4,M,,*5D
GPGGA,134941.250,4308.5324,N,07727.6830,W,1,08,1.51,132.9,M,-34.4,M,,*5E
GPGGA,134941.750,4308.5327,N,07727.6885,W,1,08,1.51,133.1,M,-34.4,M,,*5F
GPGGA,134942.250,4308.5330,N,07727.6939,W,1,08,1.51,133.4,M,-34.4,M,,*5C
GPGGA,134942.750,4308.5333,N,07727.6993,W,1,08,1.51,133.5,M,-34.4,M,,*5B
GPGGA,134943.250,4308.5335,N,07727.7047,W,1,08,1.51,133.7,M,-34.4,M,,*5A
GPGGA,134943.750,4308.5337,N,07727.7098,W,1,08,1.51,134.0,M,-34.4,M,,*5F
GPGGA,134944.250,4308.5340,N,07727.7150,W,1,08,1.51,134.1,M,-34.4,M,,*59
GPGGA,134944.750,4308.5343,N,07727.7201,W,1,08,1.51,134.2,M,-34.4,M,,*5B
GPGGA,134945.250,4308.5345,N,07727.7252,W,1,08,1.51,134.4,M,-34.4,M,,*59
GPGGA,134945.750,4308.5348,N,07727.7304,W,1,08,1.51,134.6,M,-34.4,M,,*51
GPGGA,134946.250,4308.5350,N,07727.7354,W,1,08,1.51,134.8,M,-34.4,M,,*55
GPGGA,134946.750,4308.5352,N,07727.7403,W,1,08,1.51,135.1,M,-34.4,M,,*5F
GPGGA,134947.250,4308.5353,N,07727.7451,W,1,08,1.51,135.5,M,-34.4,M,,*59
GPGGA,134947.750,4308.5355,N,07727.7496,W,1,08,1.51,135.8,M,-34.4,M,,*5C
GPGGA,134948.250,4308.5356,N,07727.7537,W,1,08,1.51,135.8,M,-34.4,M,,*5F
GPGGA,134948.750,4308.5357,N,07727.7575,W,1,08,1.51,136.3,M,-34.4,M,,*55
GPGGA,134949.250,4308.5359,N,07727.7609,W,1,08,1.51,136.5,M,-34.4,M,,*51
GPGGA,134949.750,4308.5360,N,07727.7640,W,1,08,1.51,136.8,M,-34.4,M,,*5E
GPGGA,134950.250,4308.5363,N,07727.7666,W,1,08,1.51,137.0,M,-34.4,M,,*5D
GPGGA,134950.750,4308.5366,N,07727.7689,W,1,08,1.51,137.0,M,-34.4,M,,*5C
GPGGA,134951.250,4308.5369,N,07727.7708,W,1,08,1.51,136.8,M,-34.4,M,,*56
GPGGA,134951.750,4308.5371,N,07727.7727,W,1,08,1.51,136.7,M,-34.4,M,,*58
GPGGA,134952.250,4308.5372,N,07727.7744,W,1,08,1.51,136.8,M,-34.4,M,,*57
GPGGA,134952.750,4308.5373,N,07727.7761,W,1,08,1.51,136.9,M,-34.4,M,,*55
GPGGA,134953.250,4308.5374,N,07727.7779,W,1,08,1.51,137.0,M,-34.4,M,,*57
GPGGA,134953.750,4308.5374,N,07727.7794,W,1,08,1.51,137.2,M,-34.4,M,,*53
GPGGA,134954.250,4308.5374,N,07727.7808,W,1,08,1.51,137.2,M,-34.4,M,,*5B
GPGGA,134954.750,4308.5375,N,07727.7818,W,1,08,1.51,137.3,M,-34.4,M,,*5F
GPGGA,134955.250,4308.5377,N,07727.7826,W,1,08,1.51,137.3,M,-34.4,M,,*54
GPGGA,134955.750,4308.5377,N,07727.7831,W,1,08,1.51,137.2,M,-34.4,M,,*56
GPGGA,134956.250,4308.5378,N,07727.7835,W,1,08,1.25,137.1,M,-34.4,M,,*5B
GPGGA,134956.750,4308.5378,N,07727.7839,W,1,08,1.25,137.2,M,-34.4,M,,*51
GPGGA,134957.250,4308.5377,N,07727.7845,W,1,08,1.25,137.2,M,-34.4,M,,*51
GPGGA,134957.750,4308.5377,N,07727.7852,W,1,08,1.25,137.4,M,-34.4,M,,*54
GPGGA,134958.250,4308.5376,N,07727.7860,W,1,08,1.51,137.4,M,-34.4,M,,*5D
GPGGA,134958.750,4308.5375,N,07727.7868,W,1,08,1.51,137.6,M,-34.4,M,,*51
GPGGA,134959.250,4308.5375,N,07727.7878,W,1,08,1.51,137.7,M,-34.4,M,,*55
GPGGA,134959.750,4308.5374,N,07727.7888,W,1,08,1.51,137.7,M,-34.4,M,,*5E
GPGGA,135000.250,4308.5373,N,07727.7900,W,1,09,1.07,137.7,M,-34.4,M,,*5B
GPGGA,135000.750,4308.5371,N,07727.7912,W,1,09,1.06,137.8,M,-34.4,M,,*51
GPGGA,135001.250,4308.5370,N,07727.7923,W,1,09,1.07,138.0,M,-34.4,M,,*50
GPGGA,135001.750,4308.5370,N,07727.7935,W,1,09,1.07,138.2,M,-34.4,M,,*50
GPGGA,135002.250,4308.5369,N,07727.7948,W,1,09,1.07,138.3,M,-34.4,M,,*55
GPGGA,135002.750,4308.5369,N,07727.7961,W,1,09,1.07,138.5,M,-34.4,M,,*5D
GPGGA,135003.250,4308.5371,N,07727.7974,W,1,09,1.07,138.6,M,-34.4,M,,*57
GPGGA,135003.750,4308.5372,N,07727.7988,W,1,09,1.07,138.7,M,-34.4,M,,*53
GPGGA,135004.250,4308.5373,N,07727.8001,W,1,09,1.06,138.8,M,-34.4,M,,*59
GPGGA,135004.750,4308.5374,N,07727.8015,W,1,09,1.07,139.0,M,-34.4,M,,*56
GPGGA,135005.250,4308.5374,N,07727.8029,W,1,09,1.07,139.1,M,-34.4,M,,*5C
GPGGA,135005.750,4308.5370,N,07727.8044,W,1,09,1.07,139.1,M,-34.4,M,,*56
GPGGA,135006.250,4308.5370,N,07727.8061,W,1,09,1.07,139.2,M,-34.4,M,,*54
GPGGA,135006.750,4308.5371,N,07727.8082,W,1,09,1.07,139.5,M,-34.4,M,,*5A
GPGGA,135007.250,4308.5372,N,07727.8105,W,1,09,1.07,139.7,M,-34.4,M,,*51
GPGGA,135007.750,4308.5373,N,07727.8133,W,1,09,1.06,140.0,M,-34.4,M,,*58
GPGGA,135008.250,4308.5374,N,07727.8165,W,1,09,1.07,140.1,M,-34.4,M,,*56
GPGGA,135008.750,4308.5375,N,07727.8200,W,1,09,1.06,140.3,M,-34.4,M,,*51
GPGGA,135009.250,4308.5376,N,07727.8237,W,1,09,1.07,140.5,M,-34.4,M,,*55
GPGGA,135009.750,4308.5378,N,07727.8277,W,1,09,1.06,140.9,M,-34.4,M,,*57
GPGGA,135010.250,4308.5380,N,07727.8320,W,1,09,1.06,141.2,M,-34.4,M,,*54
GPGGA,135010.750,4308.5383,N,07727.8366,W,1,09,1.06,141.5,M,-34.4,M,,*57
GPGGA,135011.250,4308.5385,N,07727.8415,W,1,09,1.06,141.7,M,-34.4,M,,*54
GPGGA,135011.750,4308.5387,N,07727.8467,W,1,09,1.06,141.9,M,-34.4,M,,*58
GPGGA,135012.250,4308.5388,N,07727.8522,W,1,09,1.06,142.1,M,-34.4,M,,*5A
GPGGA,135012.750,4308.5389,N,07727.8577,W,1,09,1.07,142.4,M,-34.4,M,,*5A
GPGGA,135013.250,4308.5392,N,07727.8634,W,1,09,1.07,142.6,M,-34.4,M,,*52
GPGGA,135013.750,4308.5393,N,07727.8692,W,1,09,1.07,142.9,M,-34.4,M,,*55
GPGGA,135014.250,4308.5395,N,07727.8751,W,1,09,1.06,142.9,M,-34.4,M,,*5E
GPGGA,135014.750,4308.5397,N,07727.8812,W,1,09,1.06,142.9,M,-34.4,M,,*51
GPGGA,135015.250,4308.5399,N,07727.8875,W,1,09,1.07,142.9,M,-34.4,M,,*5B
GPGGA,135015.750,4308.5400,N,07727.8938,W,1,09,1.06,143.0,M,-34.4,M,,*58
GPGGA,135016.250,4308.5401,N,07727.9003,W,1,09,1.06,142.9,M,-34.4,M,,*57
GPGGA,135016.750,4308.5402,N,07727.9069,W,1,09,1.07,142.9,M,-34.4,M,,*5C
