0,1,2,3,4,5,6,7,8,9,10,11,12
GPRMC,140041.000,A,4307.5633,N,07731.7638,W,32.46,199.28,060525,,,"A*4B
"
GPRMC,140041.500,A,4307.5589,N,07731.7659,W,32.57,198.82,060525,,,"A*4A
"
GPRMC,140042.000,A,4307.5544,N,07731.7682,W,33.89,198.81,060525,,,"A*4A
"
GPRMC,140042.500,A,4307.5499,N,07731.7702,W,33.89,197.74,060525,,,"A*42
"
GPRMC,140043.000,A,4307.5453,N,07731.7722,W,34.16,197.60,060525,,,"A*46
"
GPRMC,140043.500,A,4307.5407,N,07731.7743,W,34.45,197.22,060525,,,"A*45
"
GPRMC,140044.000,A,4307.5361,N,07731.7763,W,34.33,197.06,060525,,,"A*45
"
GPRMC,140044.500,A,4307.5316,N,07731.7784,W,34.39,197.42,060525,,,"A*43
"
GPRMC,140045.000,A,4307.5271,N,07731.7804,W,33.06,197.29,060525,,,"A*46
"
GPRMC,140045.500,A,4307.5226,N,07731.7823,W,32.95,196.83,060525,,,"A*4E
"
GPRMC,140046.000,A,4307.5180,N,07731.7843,W,32.96,196.46,060525,,,"A*4B
"
GPRMC,140046.500,A,4307.5136,N,07731.7861,W,32.70,196.45,060525,,,"A*48
"
GPRMC,140047.000,A,4307.5092,N,07731.7879,W,32.47,196.47,060525,,,"A*4C
"
GPRMC,140047.500,A,4307.5048,N,07731.7899,W,32.64,196.83,060525,,,"A*49
"
GPRMC,140048.000,A,4307.5004,N,07731.7918,W,32.60,197.25,060525,,,"A*4A
"
GPRMC,140048.500,A,4307.4960,N,07731.7938,W,32.59,197.31,060525,,,"A*48
"
GPRMC,140049.000,A,4307.4916,N,07731.7958,W,32.36,197.19,060525,,,"A*48
"
GPRMC,140049.500,A,4307.4873,N,07731.7977,W,32.13,197.07,060525,,,"A*4A
"
GPRMC,140050.000,A,4307.4830,N,07731.7997,W,32.12,196.71,060525,,,"A*4F
"
GPRMC,140050.500,A,4307.4787,N,07731.8016,W,32.13,196.54,060525,,,"A*40
"
GPRMC,140051.000,A,4307.4744,N,07731.8034,W,32.15,196.63,060525,,,"A*49
"
GPRMC,140051.500,A,4307.4702,N,07731.8054,W,32.12,197.58,060525,,,"A*46
"
GPRMC,140052.000,A,4307.4660,N,07731.8073,W,31.65,197.72,060525,,,"A*4B
"
GPRMC,140052.500,A,4307.4617,N,07731.8093,W,31.80,197.51,060525,,,"A*4A
"
GPRMC,140053.000,A,4307.4575,N,07731.8112,W,31.98,197.79,060525,,,"A*42
"
GPRMC,140053.500,A,4307.4533,N,07731.8132,W,32.02,198.76,060525,,,"A*47
"
GPRMC,140054.000,A,4307.4492,N,07731.8156,W,32.00,200.89,060525,,,"A*4D
"
GPRMC,140054.500,A,4307.4450,N,07731.8179,W,31.84,200.91,060525,,,"A*4D
"
GPRMC,140055.000,A,4307.4409,N,07731.8203,W,31.92,201.79,060525,,,"A*4B
"
GPRMC,140055.500,A,4307.4368,N,07731.8229,W,31.59,203.66,060525,,,"A*4D
"
GPRMC,140056.000,A,4307.4329,N,07731.8258,W,31.79,206.94,060525,,,"A*42
"
GPRMC,140056.500,A,4307.4290,N,07731.8290,W,31.46,208.70,060525,,,"A*48
"
GPRMC,140057.000,A,4307.4252,N,07731.8324,W,31.47,211.49,060525,,,"A*4F
"
GPRMC,140057.500,A,4307.4216,N,07731.8359,W,31.15,214.65,060525,,,"A*4C
"
GPRMC,140058.000,A,4307.4182,N,07731.8396,W,30.91,217.74,060525,,,"A*45
"
GPRMC,140058.500,A,4307.4148,N,07731.8433,W,30.41,219.13,060525,,,"A*4C
"
GPRMC,140059.000,A,4307.4116,N,07731.8471,W,30.16,221.32,060525,,,"A*4F
"
GPRMC,140059.500,A,4307.4086,N,07731.8512,W,30.14,223.50,060525,,,"A*42
"
GPRMC,140100.000,A,4307.4058,N,07731.8558,W,30.55,226.94,060525,,,"A*4F
"
GPRMC,140100.500,A,4307.4032,N,07731.8609,W,31.58,230.69,060525,,,"A*48
"
GPRMC,140101.000,A,4307.4005,N,07731.8664,W,32.84,233.06,060525,,,"A*4B
"
GPRMC,140101.500,A,4307.3978,N,07731.8718,W,33.65,234.29,060525,,,"A*44
"
GPRMC,140102.000,A,4307.3951,N,07731.8774,W,34.71,235.01,060525,,,"A*4A
"
GPRMC,140102.500,A,4307.3923,N,07731.8831,W,34.98,235.00,060525,,,"A*42
"
GPRMC,140103.000,A,4307.3895,N,07731.8887,W,34.90,234.09,060525,,,"A*47
"
GPRMC,140103.500,A,4307.3867,N,07731.8944,W,34.85,233.77,060525,,,"A*4B
"
GPRMC,140104.000,A,4307.3838,N,07731.9004,W,34.84,233.78,060525,,,"A*41
"
GPRMC,140104.500,A,4307.3808,N,07731.9064,W,34.90,234.36,060525,,,"A*49
"
GPRMC,140105.000,A,4307.3779,N,07731.9126,W,35.05,235.95,060525,,,"A*46
"
GPRMC,140105.500,A,4307.3750,N,07731.9188,W,35.28,237.38,060525,,,"A*46
"
GPRMC,140106.000,A,4307.3722,N,07731.9249,W,36.64,238.04,060525,,,"A*40
"
GPRMC,140106.500,A,4307.3695,N,07731.9310,W,37.17,238.04,060525,,,"A*40
"
GPRMC,140107.000,A,4307.3667,N,07731.9372,W,37.22,237.80,060525,,,"A*48
"
GPRMC,140107.500,A,4307.3639,N,07731.9433,W,37.01,237.67,060525,,,"A*4C
"
GPRMC,140108.000,A,4307.3612,N,07731.9495,W,37.18,237.97,060525,,,"A*44
"
GPRMC,140108.500,A,4307.3584,N,07731.9557,W,37.28,237.48,060525,,,"A*43
"
GPRMC,140109.000,A,4307.3555,N,07731.9618,W,37.86,237.04,060525,,,"A*4F
"
GPRMC,140109.500,A,4307.3526,N,07731.9680,W,37.92,237.03,060525,,,"A*4D
"
GPRMC,140110.000,A,4307.3497,N,07731.9743,W,38.21,237.26,060525,,,"A*45
"
GPRMC,140110.500,A,4307.3467,N,07731.9806,W,38.46,237.07,060525,,,"A*43
"
GPRMC,140111.000,A,4307.3436,N,07731.9868,W,38.66,235.77,060525,,,"A*4C
"
GPRMC,140111.500,A,4307.3405,N,07731.9930,W,38.67,235.43,060525,,,"A*43
"
GPRMC,140112.000,A,4307.3374,N,07731.9993,W,38.97,235.75,060525,,,"A*47
"
GPRMC,140112.500,A,4307.3344,N,07732.0056,W,38.93,236.15,060525,,,"A*4A
"
GPRMC,140113.000,A,4307.3313,N,07732.0119,W,38.69,236.12,060525,,,"A*44
"
GPRMC,140113.500,A,4307.3283,N,07732.0182,W,38.34,236.36,060525,,,"A*45
"
GPRMC,140114.000,A,4307.3254,N,07732.0244,W,38.24,236.48,060525,,,"A*4C
"
GPRMC,140114.500,A,4307.3225,N,07732.0306,W,38.06,236.25,060525,,,"A*43
"
GPRMC,140115.000,A,4307.3195,N,07732.0368,W,38.33,235.67,060525,,,"A*44
"
GPRMC,140115.500,A,4307.3165,N,07732.0431,W,38.34,236.25,060525,,,"A*47
"
GPRMC,140116.000,A,4307.3134,N,07732.0496,W,38.53,236.28,060525,,,"A*44
"
GPRMC,140116.500,A,4307.3103,N,07732.0560,W,39.67,236.36,060525,,,"A*44
"
GPRMC,140117.000,A,4307.3072,N,07732.0623,W,39.69,235.45,060525,,,"A*4A
"
GPRMC,140117.500,A,4307.3039,N,07732.0687,W,40.12,235.01,060525,,,"A*4C
"
GPRMC,140118.000,A,4307.3007,N,07732.0751,W,40.43,235.42,060525,,,"A*42
"
GPRMC,140118.500,A,4307.2975,N,07732.0814,W,40.35,235.08,060525,,,"A*4B
"
GPRMC,140119.000,A,4307.2943,N,07732.0877,W,40.86,234.67,060525,,,"A*4F
"
GPRMC,140119.500,A,4307.2910,N,07732.0941,W,40.79,234.21,060525,,,"A*4A
"
GPRMC,140120.000,A,4307.2877,N,07732.1003,W,41.22,233.27,060525,,,"A*45
"
GPRMC,140120.500,A,4307.2843,N,07732.1064,W,40.51,232.67,060525,,,"A*46
"
GPRMC,140121.000,A,4307.2810,N,07732.1124,W,39.97,232.28,060525,,,"A*4E
"
GPRMC,140121.500,A,4307.2777,N,07732.1184,W,39.95,232.43,060525,,,"A*40
"
GPRMC,140122.000,A,4307.2745,N,07732.1244,W,39.66,232.25,060525,,,"A*44
"
GPRMC,140122.500,A,4307.2712,N,07732.1304,W,39.44,232.16,060525,,,"A*46
"
GPRMC,140123.000,A,4307.2679,N,07732.1363,W,39.46,232.17,060525,,,"A*4C
"
GPRMC,140123.500,A,4307.2646,N,07732.1422,W,39.36,232.31,060525,,,"A*44
"
GPRMC,140124.000,A,4307.2614,N,07732.1482,W,39.34,232.33,060525,,,"A*4B
"
GPRMC,140124.500,A,4307.2580,N,07732.1542,W,39.78,232.10,060525,,,"A*44
"
GPRMC,140125.000,A,4307.2546,N,07732.1602,W,39.98,232.26,060525,,,"A*46
"
GPRMC,140125.500,A,4307.2511,N,07732.1662,W,40.74,231.93,060525,,,"A*46
"
GPRMC,140126.000,A,4307.2477,N,07732.1722,W,41.03,232.29,060525,,,"A*47
"
GPRMC,140126.500,A,4307.2442,N,07732.1783,W,41.00,232.39,060525,,,"A*4D
"
GPRMC,140127.000,A,4307.2407,N,07732.1844,W,41.09,232.23,060525,,,"A*4E
"
GPRMC,140127.500,A,4307.2372,N,07732.1904,W,41.04,232.12,060525,,,"A*44
"
GPRMC,140128.000,A,4307.2338,N,07732.1965,W,40.68,232.29,060525,,,"A*44
"
GPRMC,140128.500,A,4307.2304,N,07732.2024,W,40.59,232.01,060525,,,"A*49
"
GPRMC,140129.000,A,4307.2270,N,07732.2082,W,39.13,231.50,060525,,,"A*44
"
GPRMC,140129.500,A,4307.2238,N,07732.2138,W,37.83,231.04,060525,,,"A*4B
"
GPRMC,140130.000,A,4307.2205,N,07732.2192,W,36.68,230.11,060525,,,"A*49
"
GPRMC,140130.500,A,4307.2172,N,07732.2245,W,36.30,229.14,060525,,,"A*46
"
GPRMC,140131.000,A,4307.2139,N,07732.2296,W,35.68,228.80,060525,,,"A*41
"
GPRMC,140131.500,A,4307.2106,N,07732.2347,W,35.51,228.21,060525,,,"A*44
"
GPRMC,140132.000,A,4307.2072,N,07732.2396,W,35.38,227.26,060525,,,"A*4B
"
GPRMC,140132.500,A,4307.2039,N,07732.2445,W,35.38,227.49,060525,,,"A*41
"
GPRMC,140133.000,A,4307.2007,N,07732.2495,W,35.39,228.77,060525,,,"A*46
"
GPRMC,140133.500,A,4307.1974,N,07732.2546,W,35.65,228.91,060525,,,"A*43
"
GPRMC,140134.000,A,4307.1942,N,07732.2596,W,35.43,228.82,060525,,,"A*4F
"
GPRMC,140134.500,A,4307.1910,N,07732.2647,W,35.16,228.99,060525,,,"A*48
"
GPRMC,140135.000,A,4307.1879,N,07732.2696,W,35.02,228.80,060525,,,"A*43
"
GPRMC,140135.500,A,4307.1848,N,07732.2744,W,34.81,228.64,060525,,,"A*4A
"
GPRMC,140136.000,A,4307.1818,N,07732.2791,W,34.56,228.40,060525,,,"A*4D
"
GPRMC,140136.500,A,4307.1787,N,07732.2841,W,34.33,228.74,060525,,,"A*47
"
GPRMC,140137.000,A,4307.1755,N,07732.2891,W,33.78,228.72,060525,,,"A*4F
"
GPRMC,140137.500,A,4307.1724,N,07732.2942,W,34.12,229.10,060525,,,"A*4D
"
GPRMC,140138.000,A,4307.1693,N,07732.2992,W,34.42,228.76,060525,,,"A*43
"
GPRMC,140138.500,A,4307.1662,N,07732.3041,W,34.26,229.01,060525,,,"A*4D
"
GPRMC,140139.000,A,4307.1631,N,07732.3091,W,34.01,229.18,060525,,,"A*4F
"
GPRMC,140139.500,A,4307.1600,N,07732.3140,W,33.96,229.23,060525,,,"A*44
"
GPRMC,140140.000,A,4307.1570,N,07732.3188,W,33.87,228.91,060525,,,"A*47
"
GPRMC,140140.500,A,4307.1538,N,07732.3236,W,33.79,228.03,060525,,,"A*42
"
GPRMC,140141.000,A,4307.1507,N,07732.3282,W,33.79,227.67,060525,,,"A*48
"
GPRMC,140141.500,A,4307.1476,N,07732.3330,W,34.00,228.23,060525,,,"A*44
"
GPRMC,140142.000,A,4307.1445,N,07732.3377,W,33.93,228.60,060525,,,"A*4B
"
GPRMC,140142.500,A,4307.1415,N,07732.3425,W,33.89,229.30,060525,,,"A*44
"
GPRMC,140143.000,A,4307.1385,N,07732.3473,W,33.82,230.04,060525,,,"A*49
"
GPRMC,140143.500,A,4307.1355,N,07732.3521,W,33.50,229.84,060525,,,"A*48
"
GPRMC,140144.000,A,4307.1325,N,07732.3568,W,32.97,229.71,060525,,,"A*40
"
GPRMC,140144.500,A,4307.1297,N,07732.3616,W,32.70,230.36,060525,,,"A*45
"
GPRMC,140145.000,A,4307.1268,N,07732.3664,W,32.43,230.24,060525,,,"A*47
"
GPRMC,140145.500,A,4307.1241,N,07732.3711,W,32.31,230.67,060525,,,"A*48
"
GPRMC,140146.000,A,4307.1213,N,07732.3756,W,31.50,230.86,060525,,,"A*41
"
GPRMC,140146.500,A,4307.1187,N,07732.3801,W,31.32,231.22,060525,,,"A*4C
"
GPRMC,140147.000,A,4307.1161,N,07732.3845,W,30.97,231.15,060525,,,"A*4A
"
GPRMC,140147.500,A,4307.1134,N,07732.3888,W,29.71,230.52,060525,,,"A*4C
"
GPRMC,140148.000,A,4307.1108,N,07732.3929,W,29.17,230.34,060525,,,"A*43
"
GPRMC,140148.500,A,4307.1082,N,07732.3969,W,29.13,229.89,060525,,,"A*4B
"
GPRMC,140149.000,A,4307.1056,N,07732.4010,W,28.92,229.69,060525,,,"A*40
"
GPRMC,140149.500,A,4307.1030,N,07732.4050,W,28.45,229.62,060525,,,"A*40
"
GPRMC,140150.000,A,4307.1005,N,07732.4090,W,27.98,229.68,060525,,,"A*42
"
GPRMC,140150.500,A,4307.0979,N,07732.4129,W,27.75,229.33,060525,,,"A*4A
"
GPRMC,140151.000,A,4307.0955,N,07732.4172,W,27.67,231.09,060525,,,"A*4D
"
GPRMC,140151.500,A,4307.0930,N,07732.4217,W,28.42,231.99,060525,,,"A*4A
"
GPRMC,140152.000,A,4307.0904,N,07732.4264,W,28.93,232.55,060525,,,"A*40
"
GPRMC,140152.500,A,4307.0879,N,07732.4309,W,29.12,232.26,060525,,,"A*48
"
GPRMC,140153.000,A,4307.0853,N,07732.4355,W,29.52,232.19,060525,,,"A*45
"
GPRMC,140153.500,A,4307.0827,N,07732.4403,W,30.28,232.03,060525,,,"A*49
"
GPRMC,140154.000,A,4307.0800,N,07732.4450,W,31.23,231.97,060525,,,"A*4C
"
GPRMC,140154.500,A,4307.0773,N,07732.4499,W,31.84,232.35,060525,,,"A*41
"
GPRMC,140155.000,A,4307.0746,N,07732.4549,W,32.80,232.87,060525,,,"A*41
"
GPRMC,140155.500,A,4307.0719,N,07732.4599,W,33.05,233.51,060525,,,"A*45
"
GPRMC,140156.000,A,4307.0691,N,07732.4649,W,33.14,233.27,060525,,,"A*4D
"
GPRMC,140156.500,A,4307.0664,N,07732.4699,W,33.28,233.07,060525,,,"A*42
"
GPRMC,140157.000,A,4307.0635,N,07732.4749,W,33.53,232.69,060525,,,"A*4B
"
GPRMC,140157.500,A,4307.0607,N,07732.4799,W,33.52,232.48,060525,,,"A*40
"
GPRMC,140158.000,A,4307.0579,N,07732.4850,W,33.51,232.65,060525,,,"A*46
"
GPRMC,140158.500,A,4307.0551,N,07732.4901,W,33.47,233.02,060525,,,"A*4B
"
GPRMC,140159.000,A,4307.0522,N,07732.4953,W,33.40,232.89,060525,,,"A*49
"
GPRMC,140159.500,A,4307.0494,N,07732.5002,W,33.34,232.27,060525,,,"A*4B
"
GPRMC,140200.000,A,4307.0465,N,07732.5053,W,33.37,231.90,060525,,,"A*47
"
GPRMC,140200.500,A,4307.0437,N,07732.5102,W,32.99,232.06,060525,,,"A*49
"
GPRMC,140201.000,A,4307.0409,N,07732.5151,W,32.33,231.87,060525,,,"A*4C
"
GPRMC,140201.500,A,4307.0382,N,07732.5199,W,32.18,232.35,060525,,,"A*4A
"
GPRMC,140202.000,A,4307.0355,N,07732.5247,W,31.15,232.09,060525,,,"A*47
"
GPRMC,140202.500,A,4307.0328,N,07732.5296,W,30.80,232.26,060525,,,"A*44
"
GPRMC,140203.000,A,4307.0302,N,07732.5345,W,30.57,233.08,060525,,,"A*40
"
GPRMC,140203.500,A,4307.0277,N,07732.5393,W,30.48,234.69,060525,,,"A*43
"
GPRMC,140204.000,A,4307.0254,N,07732.5443,W,30.45,236.50,060525,,,"A*4F
"
GPRMC,140204.500,A,4307.0231,N,07732.5493,W,30.41,237.94,060525,,,"A*49
"
GPRMC,140205.000,A,4307.0210,N,07732.5545,W,30.36,240.17,060525,,,"A*4F
"
GPRMC,140205.500,A,4307.0190,N,07732.5596,W,29.89,242.64,060525,,,"A*45
"
GPRMC,140206.000,A,4307.0175,N,07732.5649,W,29.80,247.19,060525,,,"A*4F
"
GPRMC,140206.500,A,4307.0160,N,07732.5702,W,29.48,249.63,060525,,,"A*47
"
GPRMC,140207.000,A,4307.0147,N,07732.5757,W,29.46,251.42,060525,,,"A*42
"
GPRMC,140207.500,A,4307.0137,N,07732.5812,W,29.39,255.66,060525,,,"A*44
"
GPRMC,140208.000,A,4307.0131,N,07732.5869,W,29.47,259.78,060525,,,"A*4E
"
GPRMC,140208.500,A,4307.0127,N,07732.5925,W,29.39,262.87,060525,,,"A*44
"
GPRMC,140209.000,A,4307.0126,N,07732.5983,W,29.58,266.34,060525,,,"A*46
"
GPRMC,140209.500,A,4307.0126,N,07732.6041,W,30.06,268.03,060525,,,"A*4E
"
GPRMC,140210.000,A,4307.0126,N,07732.6100,W,30.12,269.08,060525,,,"A*48
"
GPRMC,140210.500,A,4307.0126,N,07732.6161,W,30.37,269.35,060525,,,"A*43
"
GPRMC,140211.000,A,4307.0126,N,07732.6223,W,30.60,269.19,060525,,,"A*4E
"
GPRMC,140211.500,A,4307.0127,N,07732.6286,W,30.92,268.96,060525,,,"A*4E
"
GPRMC,140212.000,A,4307.0126,N,07732.6349,W,33.37,268.10,060525,,,"A*49
"
GPRMC,140212.500,A,4307.0125,N,07732.6415,W,33.63,267.68,060525,,,"A*40
"
GPRMC,140213.000,A,4307.0124,N,07732.6480,W,33.88,267.39,060525,,,"A*48
"
GPRMC,140213.500,A,4307.0123,N,07732.6546,W,33.91,267.31,060525,,,"A*41
"
GPRMC,140214.000,A,4307.0120,N,07732.6611,W,33.82,267.03,060525,,,"A*42
"
GPRMC,140214.500,A,4307.0118,N,07732.6676,W,33.83,266.53,060525,,,"A*48
"
GPRMC,140215.000,A,4307.0115,N,07732.6741,W,33.88,265.93,060525,,,"A*40
"
GPRMC,140215.500,A,4307.0112,N,07732.6806,W,34.14,265.92,060525,,,"A*4D
"
GPRMC,140216.000,A,4307.0110,N,07732.6872,W,34.33,266.26,060525,,,"A*43
"
GPRMC,140216.500,A,4307.0109,N,07732.6937,W,34.20,267.04,060525,,,"A*4D
"
GPRMC,140217.000,A,4307.0108,N,07732.7003,W,34.01,267.20,060525,,,"A*42
"
GPRMC,140217.500,A,4307.0108,N,07732.7069,W,33.82,267.84,060525,,,"A*49
"
GPRMC,140218.000,A,4307.0108,N,07732.7134,W,33.41,267.94,060525,,,"A*44
"
GPRMC,140218.500,A,4307.0107,N,07732.7199,W,33.40,267.95,060525,,,"A*49
"
GPRMC,140219.000,A,4307.0106,N,07732.7263,W,33.42,268.09,060525,,,"A*42
"
GPRMC,140219.500,A,4307.0105,N,07732.7325,W,32.87,267.43,060525,,,"A*4E
"
GPRMC,140220.000,A,4307.0103,N,07732.7387,W,32.06,266.74,060525,,,"A*43
"
GPRMC,140220.500,A,4307.0102,N,07732.7448,W,31.09,267.02,060525,,,"A*4F
"
GPRMC,140221.000,A,4307.0100,N,07732.7507,W,29.85,267.63,060525,,,"A*49
"
GPRMC,140221.500,A,4307.0100,N,07732.7564,W,28.96,267.97,060525,,,"A*41
"
GPRMC,140222.000,A,4307.0098,N,07732.7620,W,28.31,267.38,060525,,,"A*4C
"
GPRMC,140222.500,A,4307.0097,N,07732.7675,W,28.00,267.52,060525,,,"A*48
"
GPRMC,140223.000,A,4307.0097,N,07732.7729,W,27.78,268.28,060525,,,"A*46
"
GPRMC,140223.500,A,4307.0096,N,07732.7783,W,27.83,268.59,060525,,,"A*40
"
GPRMC,140224.000,A,4307.0096,N,07732.7837,W,28.26,268.84,060525,,,"A*42
"
GPRMC,140224.500,A,4307.0095,N,07732.7892,W,28.62,268.84,060525,,,"A*4B
"
GPRMC,140225.000,A,4307.0094,N,07732.7948,W,28.90,268.52,060525,,,"A*4E
"
GPRMC,140225.500,A,4307.0092,N,07732.8003,W,29.21,267.95,060525,,,"A*4B
"
GPRMC,140226.000,A,4307.0089,N,07732.8061,W,29.96,267.29,060525,,,"A*48
"
GPRMC,140226.500,A,4307.0087,N,07732.8121,W,31.03,267.82,060525,,,"A*42
"
GPRMC,140227.000,A,4307.0087,N,07732.8183,W,32.04,268.45,060525,,,"A*4E
"
GPRMC,140227.500,A,4307.0086,N,07732.8246,W,32.55,268.73,060525,,,"A*41
"
GPRMC,140228.000,A,4307.0086,N,07732.8310,W,32.83,269.37,060525,,,"A*43
"
GPRMC,140228.500,A,4307.0085,N,07732.8371,W,32.95,269.49,060525,,,"A*4C
"
GPRMC,140229.000,A,4307.0085,N,07732.8431,W,31.54,268.71,060525,,,"A*4F
"
GPRMC,140229.500,A,4307.0084,N,07732.8491,W,31.31,268.42,060525,,,"A*42
"
GPRMC,140230.000,A,4307.0083,N,07732.8549,W,30.30,268.12,060525,,,"A*49
"
GPRMC,140230.500,A,4307.0081,N,07732.8606,W,29.91,267.69,060525,,,"A*46
"
GPRMC,140231.000,A,4307.0079,N,07732.8663,W,29.57,267.56,060525,,,"A*40
"
GPRMC,140231.500,A,4307.0078,N,07732.8720,W,29.59,267.75,060525,,,"A*4D
"
GPRMC,140232.000,A,4307.0078,N,07732.8776,W,29.58,268.46,060525,,,"A*46
"
GPRMC,140232.500,A,4307.0078,N,07732.8833,W,29.70,268.87,060525,,,"A*4A
"
GPRMC,140233.000,A,4307.0077,N,07732.8891,W,29.83,268.10,060525,,,"A*4B
"
GPRMC,140233.500,A,4307.0077,N,07732.8948,W,30.72,267.37,060525,,,"A*47
"
GPRMC,140234.000,A,4307.0076,N,07732.9005,W,30.68,267.33,060525,,,"A*4A
"
GPRMC,140234.500,A,4307.0075,N,07732.9063,W,30.70,267.36,060525,,,"A*40
"
GPRMC,140235.000,A,4307.0073,N,07732.9122,W,30.71,267.04,060525,,,"A*46
"
GPRMC,140235.500,A,4307.0071,N,07732.9180,W,30.41,267.51,060525,,,"A*4A
"
GPRMC,140236.000,A,4307.0069,N,07732.9238,W,29.88,268.27,060525,,,"A*46
"
GPRMC,140236.500,A,4307.0067,N,07732.9295,W,29.34,267.85,060525,,,"A*4A
"
GPRMC,140237.000,A,4307.0064,N,07732.9351,W,28.88,267.33,060525,,,"A*4F
"
GPRMC,140237.500,A,4307.0062,N,07732.9406,W,28.71,267.27,060525,,,"A*4A
"
GPRMC,140238.000,A,4307.0060,N,07732.9459,W,28.48,267.58,060525,,,"A*4A
"
GPRMC,140238.500,A,4307.0058,N,07732.9511,W,28.26,267.38,060525,,,"A*47
"
GPRMC,140239.000,A,4307.0055,N,07732.9561,W,27.04,266.58,060525,,,"A*41
"
GPRMC,140239.500,A,4307.0053,N,07732.9612,W,27.10,266.25,060525,,,"A*4A
"
GPRMC,140240.000,A,4307.0051,N,07732.9663,W,27.04,267.21,060525,,,"A*45
"
GPRMC,140240.500,A,4307.0050,N,07732.9714,W,27.01,268.15,060525,,,"A*4D
"
GPRMC,140241.000,A,4307.0049,N,07732.9765,W,26.93,268.40,060525,,,"A*4D
"
GPRMC,140241.500,A,4307.0048,N,07732.9816,W,26.84,268.57,060525,,,"A*42
"
GPRMC,140242.000,A,4307.0047,N,07732.9869,W,26.86,268.62,060525,,,"A*47
"
GPRMC,140242.500,A,4307.0046,N,07732.9922,W,27.60,268.61,060525,,,"A*47
"
GPRMC,140243.000,A,4307.0045,N,07732.9975,W,27.65,268.22,060525,,,"A*40
"
GPRMC,140243.500,A,4307.0044,N,07733.0030,W,28.00,268.61,060525,,,"A*4F
"
GPRMC,140244.000,A,4307.0043,N,07733.0085,W,28.16,268.59,060525,,,"A*48
"
GPRMC,140244.500,A,4307.0042,N,07733.0140,W,29.01,268.33,060525,,,"A*4F
"
GPRMC,140245.000,A,4307.0041,N,07733.0196,W,29.27,267.84,060525,,,"A*44
"
GPRMC,140245.500,A,4307.0040,N,07733.0252,W,29.48,267.86,060525,,,"A*40
"
GPRMC,140246.000,A,4307.0039,N,07733.0309,W,29.41,268.25,060525,,,"A*48
"
GPRMC,140246.500,A,4307.0037,N,07733.0365,W,29.39,267.84,060525,,,"A*42
"
GPRMC,140247.000,A,4307.0035,N,07733.0419,W,28.84,267.51,060525,,,"A*47
"
GPRMC,140247.500,A,4307.0033,N,07733.0473,W,28.74,267.58,060525,,,"A*4E
"
GPRMC,140248.000,A,4307.0031,N,07733.0526,W,28.49,267.49,060525,,,"A*49
"
GPRMC,140248.500,A,4307.0029,N,07733.0577,W,27.48,267.50,060525,,,"A*47
"
GPRMC,140249.000,A,4307.0028,N,07733.0629,W,27.09,267.44,060525,,,"A*4A
"
GPRMC,140249.500,A,4307.0026,N,07733.0680,W,27.09,267.57,060525,,,"A*40
"
GPRMC,140250.000,A,4307.0024,N,07733.0732,W,27.35,266.89,060525,,,"A*4A
"
GPRMC,140250.500,A,4307.0023,N,07733.0785,W,27.65,266.86,060525,,,"A*4E
"
GPRMC,140251.000,A,4307.0021,N,07733.0840,W,27.73,266.61,060525,,,"A*40
"
GPRMC,140251.500,A,4307.0018,N,07733.0895,W,27.93,266.33,060525,,,"A*4E
"
GPRMC,140252.000,A,4307.0015,N,07733.0950,W,28.06,265.73,060525,,,"A*49
"
GPRMC,140252.500,A,4307.0012,N,07733.1005,W,28.22,265.32,060525,,,"A*40
"
GPRMC,140253.000,A,4307.0008,N,07733.1061,W,28.38,264.74,060525,,,"A*45
"
GPRMC,140253.500,A,4307.0004,N,07733.1117,W,29.55,264.64,060525,,,"A*47
"
GPRMC,140254.000,A,4307.0000,N,07733.1174,W,29.79,265.13,060525,,,"A*4B
"
GPRMC,140254.500,A,4306.9997,N,07733.1230,W,29.50,265.65,060525,,,"A*48
"
GPRMC,140255.000,A,4306.9996,N,07733.1284,W,28.46,267.00,060525,,,"A*45
"
GPRMC,140255.500,A,4306.9993,N,07733.1339,W,28.46,268.11,060525,,,"A*4D
"
GPRMC,140256.000,A,4306.9990,N,07733.1397,W,28.63,268.24,060525,,,"A*4D
"
GPRMC,140256.500,A,4306.9987,N,07733.1453,W,28.57,269.21,060525,,,"A*42
"
GPRMC,140257.000,A,4306.9985,N,07733.1509,W,28.20,269.74,060525,,,"A*4A
"
GPRMC,140257.500,A,4306.9985,N,07733.1564,W,27.81,270.51,060525,,,"A*4F
"
GPRMC,140258.000,A,4306.9986,N,07733.1617,W,27.29,270.57,060525,,,"A*45
"
GPRMC,140258.500,A,4306.9986,N,07733.1669,W,26.84,270.28,060525,,,"A*47
"
GPRMC,140259.000,A,4306.9986,N,07733.1718,W,25.98,270.34,060525,,,"A*47
"
GPRMC,140259.500,A,4306.9986,N,07733.1767,W,25.42,270.60,060525,,,"A*4C
"
GPRMC,140300.000,A,4306.9986,N,07733.1814,W,24.45,269.99,060525,,,"A*47
"
GPRMC,140300.500,A,4306.9987,N,07733.1859,W,24.01,270.28,060525,,,"A*48
"
GPRMC,140301.000,A,4306.9986,N,07733.1903,W,23.10,269.42,060525,,,"A*40
"
GPRMC,140301.500,A,4306.9985,N,07733.1946,W,22.56,268.73,060525,,,"A*47
"
GPRMC,140302.000,A,4306.9983,N,07733.1985,W,21.09,267.75,060525,,,"A*48
"
